stdfare,advfare,express,reffare,dest,region,datescraped,timescraped,origtime,webfare,date,transfers,orig,duration,desttime
$194.50,N/A,no,$217.50,"Albuquerque, NM",,2015-10-24,20:08:35.199000,01:00 PM,$186.00,2015-10-25,1,"Kansas City, MO",18:50:00,06:50 AM
$203.00,N/A,no,$226.00,"Albuquerque, NM",,2015-10-24,20:08:36.837000,11:10 PM,$194.50,2015-10-25,1,"Kansas City, MO",17:35:00,03:45 PM
N/A,N/A,no,$141.50,"Minot, ND",,2015-10-24,20:09:01.070000,06:00 AM,$138.00,2015-10-25,1,"St Paul, MN",11:30:00,05:30 PM
$178.50,N/A,no,$199.50,"Portland, OR",,2015-10-24,20:09:21.474000,04:00 PM,$170.50,2015-10-25,2,"Whitefish (e), MT",20:35:00,11:35 AM
N/A,N/A,no,$181.00,"St Louis, MO",,2015-10-24,20:10:10.446000,10:40 PM,$169.00,2015-10-25,3,"Longview, TX",23:55:00,10:35 PM
$65.00,N/A,no,$74.00,"Salinas, CA",,2015-10-24,20:10:31.263000,06:10 AM,$65.00,2015-10-25,0,"Los Angeles, CA",07:20:00,01:30 PM
N/A,N/A,no,$77.00,"Salinas, CA",,2015-10-24,20:10:33.261000,01:30 PM,$71.00,2015-10-25,0,"Los Angeles, CA",07:25:00,08:55 PM
$71.00,N/A,no,$81.00,"Salinas, CA",,2015-10-24,20:10:34.940000,10:50 PM,$71.00,2015-10-25,0,"Los Angeles, CA",06:45:00,05:35 AM
$110.00,N/A,no,$123.00,"Chicago, IL",,2015-10-24,20:11:19.858000,08:50 AM,$65.00,2015-10-25,1,"Erie, PA",11:55:00,07:45 PM
$120.00,N/A,yes,$134.00,"Chicago, IL",,2015-10-24,20:11:22.025000,08:55 PM,$80.00,2015-10-25,1,"Erie, PA",09:00:00,04:55 AM
$120.00,N/A,no,$134.00,"Newark, NJ",,2015-10-24,20:11:56.904000,04:05 AM,$64.50,2015-10-25,1,"Raleigh, NC",10:35:00,02:40 PM
SOLD OUT,N/A,no,SOLD OUT,"Newark, NJ",,2015-10-24,20:11:58.990000,10:30 AM,SOLD OUT,2015-10-25,1,"Raleigh, NC",11:25:00,09:55 PM
$125.50,N/A,no,$140.50,"Newark, NJ",,2015-10-24,20:12:00.660000,01:25 PM,$65.50,2015-10-25,2,"Raleigh, NC",17:20:00,06:45 AM
$131.00,N/A,no,$148.00,"Newark, NJ",,2015-10-24,20:12:02.777000,06:45 PM,$64.50,2015-10-25,1,"Raleigh, NC",12:35:00,07:20 AM
SOLD OUT,N/A,no,SOLD OUT,"Newark, NJ",,2015-10-24,20:12:04.791000,08:10 PM,SOLD OUT,2015-10-25,2,"Raleigh, NC",11:30:00,07:40 AM
$131.00,N/A,no,$148.00,"Newark, NJ",,2015-10-24,20:12:06.687000,09:25 PM,$65.50,2015-10-25,2,"Raleigh, NC",11:55:00,09:20 AM
$93.50,N/A,no,$105.50,"Washington, DC",,2015-10-24,20:12:26.353000,02:15 AM,$72.50,2015-10-25,0,"Cleveland, OH",10:00:00,12:15 PM
$93.50,N/A,yes,$105.50,"Washington, DC",,2015-10-24,20:12:28.506000,07:10 AM,$64.00,2015-10-25,0,"Cleveland, OH",10:05:00,05:15 PM
$98.00,N/A,no,$110.00,"Washington, DC",,2015-10-24,20:12:29.638000,11:15 AM,$81.00,2015-10-25,0,"Cleveland, OH",11:45:00,11:00 PM
$85.00,N/A,no,$96.00,"Washington, DC",,2015-10-24,20:12:31.887000,11:25 AM,$85.00,2015-10-25,1,"Cleveland, OH",11:35:00,11:00 PM
$102.00,N/A,no,$115.00,"Washington, DC",,2015-10-24,20:12:34.314000,06:20 PM,$89.50,2015-10-25,0,"Cleveland, OH",10:20:00,04:40 AM
$102.00,N/A,no,$115.00,"Washington, DC",,2015-10-24,20:12:36.426000,10:15 PM,$81.00,2015-10-25,0,"Cleveland, OH",10:10:00,08:25 AM
$141.50,N/A,yes,$158.50,"Orlando, FL",,2015-10-24,20:13:11.598000,11:00 AM,$119.50,2015-10-25,0,"Raleigh, NC",12:10:00,11:10 PM
$148.00,N/A,no,$165.00,"Orlando, FL",,2015-10-24,20:13:12.463000,07:40 PM,$119.50,2015-10-25,0,"Raleigh, NC",13:10:00,08:50 AM
$148.00,N/A,yes,$165.00,"Orlando, FL",,2015-10-24,20:13:15.046000,11:55 PM,$113.50,2015-10-25,0,"Raleigh, NC",11:50:00,11:45 AM
$65.00,N/A,no,$74.00,"San Francisco, CA",,2015-10-24,20:13:37.527000,01:45 AM,$40.00,2015-10-25,0,"Los Angeles, CA",09:25:00,11:10 AM
$65.00,N/A,no,$74.00,"San Francisco, CA",,2015-10-24,20:13:40.410000,05:45 AM,$40.00,2015-10-25,0,"Los Angeles, CA",09:45:00,03:30 PM
$65.00,N/A,no,$74.00,"San Francisco, CA",,2015-10-24,20:13:43.013000,06:10 AM,$40.00,2015-10-25,0,"Los Angeles, CA",11:40:00,05:50 PM
$65.00,N/A,yes,$74.00,"San Francisco, CA",,2015-10-24,20:13:45.907000,07:15 AM,$40.00,2015-10-25,0,"Los Angeles, CA",08:20:00,03:35 PM
$65.00,N/A,no,$74.00,"San Francisco, CA",,2015-10-24,20:13:46.703000,09:30 AM,$43.00,2015-10-25,0,"Los Angeles, CA",08:15:00,05:45 PM
$68.00,N/A,yes,$77.00,"San Francisco, CA",,2015-10-24,20:13:49.215000,12:35 PM,$49.00,2015-10-25,0,"Los Angeles, CA",08:25:00,09:00 PM
$68.00,N/A,yes,$77.00,"San Francisco, CA",,2015-10-24,20:13:50.404000,01:00 PM,$52.00,2015-10-25,0,"Los Angeles, CA",08:55:00,09:55 PM
$68.00,N/A,no,$77.00,"San Francisco, CA",,2015-10-24,20:13:51.530000,01:30 PM,$49.00,2015-10-25,0,"Los Angeles, CA",11:20:00,12:50 AM
$71.00,N/A,yes,$81.00,"San Francisco, CA",,2015-10-24,20:13:54.387000,04:15 PM,$52.00,2015-10-25,0,"Los Angeles, CA",07:55:00,12:10 AM
$71.00,N/A,yes,$81.00,"San Francisco, CA",,2015-10-24,20:13:55.332000,10:00 PM,$58.00,2015-10-25,0,"Los Angeles, CA",07:35:00,05:35 AM
$71.00,N/A,yes,$81.00,"San Francisco, CA",,2015-10-24,20:13:56.338000,11:30 PM,$52.00,2015-10-25,0,"Los Angeles, CA",07:35:00,07:05 AM
$71.00,N/A,no,$81.00,"San Francisco, CA",,2015-10-24,20:13:57.264000,11:30 PM,$52.00,2015-10-25,0,"Los Angeles, CA",07:55:00,07:25 AM
$34.50,N/A,no,$40.50,"Springfield, IL",,2015-10-24,20:14:25.653000,03:00 PM,$34.50,2015-10-25,0,"Chicago, IL",05:00:00,08:00 PM
$36.00,N/A,no,$42.00,"Springfield, IL",,2015-10-24,20:14:27.411000,06:20 PM,$27.00,2015-10-25,1,"Chicago, IL",06:40:00,01:00 AM
N/A,N/A,no,$42.00,"Springfield, IL",,2015-10-24,20:14:29.449000,06:30 PM,$39.00,2015-10-25,1,"Chicago, IL",06:30:00,01:00 AM
$36.00,N/A,no,$42.00,"Springfield, IL",,2015-10-24,20:14:31.477000,07:30 PM,$36.00,2015-10-25,1,"Chicago, IL",05:30:00,01:00 AM
N/A,N/A,no,SOLD OUT,"Springfield, IL",,2015-10-24,20:14:33.330000,08:00 PM,SOLD OUT,2015-10-25,0,"Chicago, IL",05:00:00,01:00 AM
$46.50,N/A,no,$53.50,"Boston, MA",,2015-10-24,20:16:18.830000,10:00 AM,$36.50,2015-10-25,0,"Albany, NY",03:35:00,01:35 PM
$48.50,N/A,no,$55.50,"Boston, MA",,2015-10-24,20:16:20.673000,01:50 PM,$43.00,2015-10-25,0,"Albany, NY",03:35:00,05:25 PM
$48.50,N/A,no,$55.50,"Boston, MA",,2015-10-24,20:16:22.694000,03:50 PM,$40.50,2015-10-25,0,"Albany, NY",03:35:00,07:25 PM
$50.50,N/A,no,$58.50,"Boston, MA",,2015-10-24,20:16:24.540000,08:15 PM,$45.00,2015-10-25,0,"Albany, NY",03:25:00,11:40 PM
$46.50,N/A,no,$53.50,"Albany, NY",,2015-10-24,20:18:53.845000,07:25 AM,$34.50,2015-10-25,0,"Boston, MA",03:30:00,10:55 AM
$40.00,N/A,no,N/A,"Albany, NY",,2015-10-24,20:18:55.595000,08:00 AM,$33.00,2015-10-25,1,"Boston, MA",06:40:00,02:40 PM
SOLD OUT,N/A,no,N/A,"Albany, NY",,2015-10-24,20:18:57.878000,10:00 AM,SOLD OUT,2015-10-25,1,"Boston, MA",04:40:00,02:40 PM
SOLD OUT,N/A,no,SOLD OUT,"Albany, NY",,2015-10-24,20:18:59.786000,12:15 PM,SOLD OUT,2015-10-25,0,"Boston, MA",03:40:00,03:55 PM
$43.50,N/A,no,N/A,"Albany, NY",,2015-10-24,20:19:02.007000,04:15 PM,$37.00,2015-10-25,1,"Boston, MA",04:20:00,08:35 PM
$43.50,N/A,no,$58.50,"Albany, NY",,2015-10-24,20:19:04.295000,05:15 PM,$38.50,2015-10-25,1,"Boston, MA",06:30:00,11:45 PM
SOLD OUT,N/A,no,SOLD OUT,"Albany, NY",,2015-10-24,20:19:06.269000,05:40 PM,SOLD OUT,2015-10-25,0,"Boston, MA",03:35:00,09:15 PM
$43.50,N/A,no,$58.50,"Albany, NY",,2015-10-24,20:19:08.377000,07:30 PM,$38.50,2015-10-25,1,"Boston, MA",04:15:00,11:45 PM
$50.50,N/A,no,$58.50,"Albany, NY",,2015-10-24,20:19:10.283000,07:40 PM,$47.00,2015-10-25,0,"Boston, MA",04:05:00,11:45 PM
$65.00,N/A,no,$74.00,"Wilmington, DE",,2015-10-24,20:20:42.860000,01:30 AM,$18.00,2015-10-25,0,"Richmond, VA",05:05:00,06:35 AM
$65.00,N/A,no,$74.00,"Wilmington, DE",,2015-10-24,20:20:45.235000,04:15 AM,$20.50,2015-10-25,0,"Richmond, VA",05:15:00,09:30 AM
SOLD OUT,N/A,yes,SOLD OUT,"Wilmington, DE",,2015-10-24,20:20:47.444000,09:30 AM,SOLD OUT,2015-10-25,0,"Richmond, VA",05:05:00,02:35 PM
$68.00,N/A,yes,$77.00,"Wilmington, DE",,2015-10-24,20:20:48.447000,11:00 AM,$20.50,2015-10-25,0,"Richmond, VA",04:55:00,03:55 PM
$68.00,N/A,no,$77.00,"Wilmington, DE",,2015-10-24,20:20:49.292000,12:01 PM,$20.50,2015-10-25,0,"Richmond, VA",05:59:00,06:00 PM
SOLD OUT,N/A,no,SOLD OUT,"Wilmington, DE",,2015-10-24,20:20:51.652000,06:15 PM,SOLD OUT,2015-10-25,0,"Richmond, VA",05:00:00,11:15 PM
SOLD OUT,N/A,no,SOLD OUT,"New York, NY",,2015-10-24,20:21:19.196000,10:30 AM,SOLD OUT,2015-10-25,3,"Greenville, SC",19:50:00,06:20 AM
N/A,N/A,no,SOLD OUT,"New York, NY",,2015-10-24,20:21:20.878000,01:00 PM,SOLD OUT,2015-10-25,1,"Greenville, SC",19:00:00,08:00 AM
N/A,N/A,no,SOLD OUT,"New York, NY",,2015-10-24,20:21:22.943000,01:00 PM,SOLD OUT,2015-10-25,1,"Greenville, SC",20:30:00,09:30 AM
N/A,N/A,no,$175.00,"New York, NY",,2015-10-24,20:21:24.848000,08:20 PM,$162.50,2015-10-25,1,"Greenville, SC",19:00:00,03:20 PM
N/A,N/A,no,$175.00,"New York, NY",,2015-10-24,20:21:26.494000,11:15 PM,$162.50,2015-10-25,1,"Greenville, SC",17:35:00,04:50 PM
N/A,N/A,no,$160.00,"Greenville, SC",,2015-10-24,20:23:02.693000,01:00 AM,$156.00,2015-10-25,1,"New York, NY",22:15:00,11:15 PM
N/A,N/A,no,$166.50,"Greenville, SC",,2015-10-24,20:23:04.609000,02:15 PM,$162.50,2015-10-25,1,"New York, NY",19:15:00,09:30 AM
N/A,N/A,no,SOLD OUT,"Greenville, SC",,2015-10-24,20:23:06.400000,03:00 PM,SOLD OUT,2015-10-25,2,"New York, NY",18:30:00,09:30 AM
N/A,N/A,no,$175.00,"Greenville, SC",,2015-10-24,20:23:08.133000,09:30 PM,$162.50,2015-10-25,1,"New York, NY",21:00:00,06:30 PM
N/A,N/A,no,SOLD OUT,"Greenville, SC",,2015-10-24,20:23:09.958000,10:30 PM,SOLD OUT,2015-10-25,1,"New York, NY",20:00:00,06:30 PM
N/A,N/A,no,SOLD OUT,"Washington, DC",,2015-10-24,20:24:25.507000,03:15 AM,SOLD OUT,2015-10-25,2,"Birmingham, AL",23:20:00,03:35 AM
N/A,N/A,no,SOLD OUT,"Washington, DC",,2015-10-24,20:24:27.191000,10:20 AM,SOLD OUT,2015-10-25,2,"Birmingham, AL",19:00:00,06:20 AM
N/A,N/A,no,$192.50,"Washington, DC",,2015-10-24,20:24:29.455000,10:20 AM,$186.50,2015-10-25,2,"Birmingham, AL",22:45:00,10:05 AM
N/A,N/A,no,$192.50,"Washington, DC",,2015-10-24,20:24:31.254000,03:00 PM,$179.00,2015-10-25,2,"Birmingham, AL",19:40:00,11:40 AM
$179.00,N/A,no,$200.00,"Washington, DC",,2015-10-24,20:24:33.348000,07:00 PM,$179.00,2015-10-25,2,"Birmingham, AL",21:30:00,05:30 PM
$179.00,N/A,no,$200.00,"Washington, DC",,2015-10-24,20:24:35.177000,07:30 PM,$179.00,2015-10-25,2,"Birmingham, AL",23:45:00,08:15 PM
$167.00,N/A,no,$186.00,"Osceola, IA",,2015-10-24,20:25:01.544000,08:35 AM,$167.00,2015-10-25,2,"Denver, CO",14:26:00,12:01 AM
N/A,N/A,no,$191.50,"Osceola, IA",,2015-10-24,20:25:03.450000,09:00 AM,$178.50,2015-10-25,1,"Denver, CO",17:55:00,03:55 AM
N/A,N/A,no,$207.00,"Osceola, IA",,2015-10-24,20:25:05.206000,07:20 PM,$201.50,2015-10-25,1,"Denver, CO",14:20:00,10:40 AM
$209.50,N/A,no,$232.50,"Washington, DC",,2015-10-24,20:25:26.150000,10:30 AM,$146.00,2015-10-25,1,"Tampa, FL",23:35:00,10:05 AM
$209.50,N/A,no,$232.50,"Washington, DC",,2015-10-24,20:25:27.751000,03:05 PM,$138.00,2015-10-25,2,"Tampa, FL",22:00:00,01:05 PM
$66.00,N/A,yes,$75.00,"Richmond, VA",,2015-10-24,20:26:31.682000,09:45 AM,$53.00,2015-10-25,0,"Newark, NJ",06:45:00,04:30 PM
$69.00,N/A,yes,$78.00,"Richmond, VA",,2015-10-24,20:26:32.525000,11:45 AM,$61.00,2015-10-25,0,"Newark, NJ",06:45:00,06:30 PM
$69.00,N/A,yes,$78.00,"Richmond, VA",,2015-10-24,20:26:33.483000,03:00 PM,$61.00,2015-10-25,0,"Newark, NJ",06:50:00,09:50 PM
$72.00,N/A,yes,$82.00,"Richmond, VA",,2015-10-24,20:26:34.399000,06:10 PM,$46.00,2015-10-25,0,"Newark, NJ",06:45:00,12:55 AM
$72.00,N/A,yes,$82.00,"Richmond, VA",,2015-10-24,20:26:35.567000,07:10 PM,$53.00,2015-10-25,0,"Newark, NJ",06:45:00,01:55 AM
SOLD OUT,N/A,no,SOLD OUT,"Richmond, VA",,2015-10-24,20:26:36.343000,08:25 PM,SOLD OUT,2015-10-25,1,"Newark, NJ",07:30:00,03:55 AM
$63.00,N/A,no,$72.00,"Pasco, WA",,2015-10-24,20:27:12.295000,10:00 AM,$60.00,2015-10-25,0,"Portland, OR",03:55:00,01:55 PM
$66.00,N/A,no,$75.00,"Pasco, WA",,2015-10-24,20:27:14.291000,11:55 AM,$66.00,2015-10-25,1,"Portland, OR",13:20:00,01:15 AM
$68.50,N/A,no,$77.50,"Pasco, WA",,2015-10-24,20:27:16.383000,11:00 PM,$60.00,2015-10-25,1,"Portland, OR",08:45:00,07:45 AM
N/A,N/A,no,$50.00,"Bloomington Normal, IL",,2015-10-24,20:28:11.274000,10:30 AM,$46.50,2015-10-25,1,"Chicago, IL",05:05:00,03:35 PM
N/A,N/A,no,$165.50,"Longview, TX",,2015-10-24,20:28:47.159000,02:50 AM,$155.50,2015-10-25,2,"St Louis, MO",19:10:00,10:00 PM
$191.00,N/A,no,$214.00,"Portland, OR",,2015-10-24,20:30:04.470000,08:40 PM,$191.00,2015-10-25,2,"Williston, ND",23:25:00,06:05 PM
N/A,N/A,no,SOLD OUT,"Lincoln, NE",,2015-10-24,20:30:24.714000,11:00 AM,SOLD OUT,2015-10-25,1,"Chicago, IL",11:45:00,10:45 PM
$137.00,N/A,no,$154.00,"Lincoln, NE",,2015-10-24,20:30:26.617000,10:40 PM,$137.00,2015-10-25,1,"Chicago, IL",10:50:00,09:30 AM
$155.00,N/A,no,$174.00,"Chicago, IL",,2015-10-24,20:31:19.229000,12:20 AM,$87.00,2015-10-25,1,"Philadelphia, PA",20:10:00,07:30 PM
$155.00,N/A,no,$174.00,"Chicago, IL",,2015-10-24,20:31:21.483000,05:40 AM,$87.00,2015-10-25,1,"Philadelphia, PA",19:45:00,12:25 AM
$161.00,N/A,no,$180.00,"Chicago, IL",,2015-10-24,20:31:23.599000,10:45 AM,$87.00,2015-10-25,2,"Philadelphia, PA",19:10:00,04:55 AM
SOLD OUT,N/A,no,SOLD OUT,"Rocky Mount, NC",,2015-10-24,20:33:20.381000,08:25 PM,SOLD OUT,2015-10-25,1,"Newark, NJ",11:40:00,08:05 AM
$108.00,N/A,no,$121.00,"New York, NY",,2015-10-24,20:33:54.015000,03:05 AM,$84.00,2015-10-25,1,"Lynchburg (e), VA",12:15:00,03:20 PM
SOLD OUT,N/A,no,SOLD OUT,"New York, NY",,2015-10-24,20:33:55.777000,07:10 AM,SOLD OUT,2015-10-25,2,"Lynchburg (e), VA",10:10:00,05:20 PM
$108.00,N/A,no,$121.00,"New York, NY",,2015-10-24,20:33:57.599000,07:10 AM,$79.00,2015-10-25,2,"Lynchburg (e), VA",13:25:00,08:35 PM
$113.00,N/A,no,$127.00,"New York, NY",,2015-10-24,20:33:59.483000,03:20 PM,$93.50,2015-10-25,1,"Lynchburg (e), VA",12:55:00,04:15 AM
N/A,N/A,no,SOLD OUT,"Los Angeles, CA",,2015-10-24,20:35:45.492000,03:05 AM,SOLD OUT,2015-10-25,0,"Gallup, NM",14:20:00,04:25 PM
$170.50,N/A,no,$191.50,"Los Angeles, CA",,2015-10-24,20:35:48.676000,03:05 AM,$170.50,2015-10-25,1,"Gallup, NM",17:15:00,07:20 PM
N/A,N/A,no,$199.50,"Los Angeles, CA",,2015-10-24,20:35:51.426000,11:15 AM,$194.00,2015-10-25,0,"Gallup, NM",14:50:00,01:05 AM
N/A,N/A,no,$207.00,"Los Angeles, CA",,2015-10-24,20:35:55.029000,07:50 PM,$194.00,2015-10-25,1,"Gallup, NM",14:10:00,09:00 AM
$162.00,N/A,no,$181.00,"Dallas, TX",,2015-10-24,20:37:46.535000,01:20 AM,$110.00,2015-10-25,1,"St Louis, MO",15:05:00,04:25 PM
$162.00,N/A,no,$181.00,"Dallas, TX",,2015-10-24,20:37:48.324000,08:45 AM,$110.00,2015-10-25,1,"St Louis, MO",16:55:00,01:40 AM
$128.00,N/A,no,$143.00,"Dallas, TX",,2015-10-24,20:37:50.374000,02:25 PM,$117.50,2015-10-25,1,"St Louis, MO",15:30:00,05:55 AM
$176.50,N/A,no,$197.50,"Dallas, TX",,2015-10-24,20:37:53.752000,06:00 PM,$132.00,2015-10-25,1,"St Louis, MO",17:20:00,11:20 AM
$102.50,N/A,no,$115.50,"Denver, CO",,2015-10-24,20:38:54.893000,07:20 AM,$88.50,2015-10-25,0,"Salt Lake City, UT",12:15:00,07:35 PM
N/A,N/A,no,$115.50,"Denver, CO",,2015-10-24,20:38:56.319000,07:30 AM,$107.00,2015-10-25,0,"Salt Lake City, UT",10:30:00,06:00 PM
$112.00,N/A,no,$126.00,"Denver, CO",,2015-10-24,20:38:58.311000,08:15 PM,$107.00,2015-10-25,0,"Salt Lake City, UT",10:25:00,06:40 AM
SOLD OUT,N/A,no,SOLD OUT,"St Paul, MN",,2015-10-24,20:39:29.815000,12:01 AM,SOLD OUT,2015-10-25,0,"Milwaukee, WI",05:59:00,06:00 AM
$53.00,N/A,no,$61.00,"St Paul, MN",,2015-10-24,20:39:31.931000,08:50 AM,$53.00,2015-10-25,0,"Milwaukee, WI",08:15:00,05:05 PM
$55.00,N/A,no,$63.00,"St Paul, MN",,2015-10-24,20:39:34.599000,08:55 AM,$34.00,2015-10-25,0,"Milwaukee, WI",06:55:00,03:50 PM
$57.50,N/A,no,$65.50,"St Paul, MN",,2015-10-24,20:39:36.702000,11:25 AM,$30.50,2015-10-25,1,"Milwaukee, WI",06:55:00,06:20 PM
$57.50,N/A,yes,$65.50,"St Paul, MN",,2015-10-24,20:39:39.106000,02:10 PM,$34.00,2015-10-25,0,"Milwaukee, WI",05:30:00,07:40 PM
N/A,N/A,no,N/A,"Chicago, IL",,2015-10-24,20:41:19.268000,02:00 AM,$178.50,2015-10-25,1,"Utica, NY",18:45:00,07:45 PM
$178.50,N/A,no,N/A,"Chicago, IL",,2015-10-24,20:41:21.194000,01:40 PM,$178.50,2015-10-25,3,"Utica, NY",16:15:00,04:55 AM
N/A,N/A,no,N/A,"Chicago, IL",,2015-10-24,20:41:22.827000,06:40 PM,$194.00,2015-10-25,1,"Utica, NY",16:50:00,10:30 AM
$66.00,N/A,no,$75.00,"El Paso, TX",,2015-10-24,20:42:25.242000,02:45 AM,$55.00,2015-10-25,0,"Los Angeles, CA",17:05:00,08:50 PM
$66.00,N/A,no,$75.00,"El Paso, TX",,2015-10-24,20:42:27.391000,08:15 AM,$58.00,2015-10-25,0,"Los Angeles, CA",17:20:00,02:35 AM
$69.00,N/A,no,$78.00,"El Paso, TX",,2015-10-24,20:42:29.774000,12:45 PM,$64.00,2015-10-25,0,"Los Angeles, CA",16:05:00,05:50 AM
$72.00,N/A,no,$82.00,"El Paso, TX",,2015-10-24,20:42:32.009000,06:15 PM,$70.00,2015-10-25,0,"Los Angeles, CA",16:00:00,11:15 AM
$72.00,N/A,yes,$82.00,"El Paso, TX",,2015-10-24,20:42:34.513000,11:50 PM,$67.00,2015-10-25,0,"Los Angeles, CA",15:55:00,04:45 PM
SOLD OUT,N/A,no,SOLD OUT,"Richmond, VA",,2015-10-24,20:43:11.209000,05:15 AM,SOLD OUT,2015-10-25,0,"Orlando, FL",17:45:00,11:00 PM
$153.00,N/A,yes,$172.00,"Richmond, VA",,2015-10-24,20:43:13.334000,01:10 PM,$126.50,2015-10-25,0,"Orlando, FL",16:05:00,05:15 AM
$160.00,N/A,yes,$179.00,"Richmond, VA",,2015-10-24,20:43:14.263000,07:00 PM,$133.00,2015-10-25,0,"Orlando, FL",15:05:00,10:05 AM
$160.00,N/A,no,$179.00,"Richmond, VA",,2015-10-24,20:43:15.452000,10:15 PM,$140.00,2015-10-25,0,"Orlando, FL",18:25:00,04:40 PM
N/A,N/A,no,$186.00,"Washington, DC",,2015-10-24,20:43:56.057000,11:05 AM,$181.50,2015-10-25,0,"South Bend, IN",17:35:00,04:40 AM
N/A,N/A,no,$186.00,"Washington, DC",,2015-10-24,20:43:57.816000,03:00 PM,$181.50,2015-10-25,0,"South Bend, IN",17:25:00,08:25 AM
N/A,N/A,no,N/A,"Washington, DC",,2015-10-24,20:43:59.735000,07:55 PM,$174.00,2015-10-25,1,"South Bend, IN",16:20:00,12:15 PM
$167.00,N/A,no,$186.00,"Denver, CO",,2015-10-24,20:44:18.410000,04:15 AM,$167.00,2015-10-25,2,"Osceola, IA",14:55:00,06:10 PM
$186.00,N/A,no,$207.00,"Denver, CO",,2015-10-24,20:44:20.403000,07:00 PM,$186.00,2015-10-25,1,"Osceola, IA",16:50:00,10:50 AM
$63.00,N/A,no,$72.00,"Santa Barbara, CA",,2015-10-24,20:45:51.636000,05:50 AM,$53.00,2015-10-25,0,"Oakland, CA",08:25:00,02:15 PM
$66.00,N/A,no,$75.00,"Santa Barbara, CA",,2015-10-24,20:45:53.282000,11:00 AM,$61.50,2015-10-25,0,"Oakland, CA",08:25:00,07:25 PM
$68.50,N/A,no,$77.50,"Santa Barbara, CA",,2015-10-24,20:45:54.994000,09:30 PM,$64.50,2015-10-25,0,"Oakland, CA",08:10:00,05:40 AM
$191.00,N/A,no,$214.00,"Kissimmee, FL",,2015-10-24,20:46:26.577000,09:05 PM,$132.00,2015-10-25,2,"Washington, DC",21:50:00,06:55 PM
$137.50,N/A,no,$154.50,"Savannah, GA",,2015-10-24,20:46:49.798000,12:15 AM,$110.00,2015-10-25,1,"Richmond, VA",12:50:00,01:05 PM
$137.50,N/A,no,$154.50,"Savannah, GA",,2015-10-24,20:46:52.080000,02:55 AM,$137.50,2015-10-25,2,"Richmond, VA",13:35:00,04:30 PM
$137.50,N/A,no,$154.50,"Savannah, GA",,2015-10-24,20:46:54.584000,06:10 AM,$116.50,2015-10-25,1,"Richmond, VA",16:15:00,10:25 PM
SOLD OUT,N/A,yes,SOLD OUT,"Savannah, GA",,2015-10-24,20:46:56.903000,06:25 AM,SOLD OUT,2015-10-25,0,"Richmond, VA",10:15:00,04:40 PM
$150.00,N/A,no,$167.00,"Savannah, GA",,2015-10-24,20:46:58.167000,04:15 PM,$135.00,2015-10-25,0,"Richmond, VA",10:15:00,02:30 AM
$150.00,N/A,yes,$167.00,"Savannah, GA",,2015-10-24,20:47:00.814000,08:00 PM,$129.00,2015-10-25,0,"Richmond, VA",09:30:00,05:30 AM
$150.00,N/A,no,$167.00,"Savannah, GA",,2015-10-24,20:47:01.856000,11:50 PM,$122.50,2015-10-25,0,"Richmond, VA",09:15:00,09:05 AM
stdfare,advfare,express,reffare,dest,region,datescraped,timescraped,origtime,webfare,date,transfers,orig,duration,desttime
$164.00,N/A,no,$183.00,"Chicago, IL",,2015-10-24,21:00:50.610000,12:01 AM,$123.00,2015-10-31,0,"Washington, DC",20:44:00,07:45 PM
$158.00,N/A,no,$177.00,"Chicago, IL",,2015-10-24,21:00:52.824000,11:00 AM,$129.00,2015-10-31,1,"Washington, DC",18:55:00,04:55 AM
$152.50,N/A,no,$171.50,"Chicago, IL",,2015-10-24,21:00:55.233000,04:40 PM,$111.50,2015-10-31,0,"Washington, DC",18:50:00,10:30 AM
$152.50,N/A,yes,$171.50,"Chicago, IL",,2015-10-24,21:00:57.231000,07:55 PM,$111.50,2015-10-31,1,"Washington, DC",19:35:00,02:30 PM
$172.50,N/A,no,$193.50,"Washington, DC",,2015-10-24,21:01:29.028000,08:05 AM,$123.00,2015-10-31,0,"Chicago, IL",19:35:00,04:40 AM
$166.50,N/A,no,$185.50,"Washington, DC",,2015-10-24,21:01:31.259000,12:01 PM,$123.00,2015-10-31,0,"Chicago, IL",19:24:00,08:25 AM
N/A,N/A,no,N/A,"Washington, DC",,2015-10-24,21:01:33.241000,05:05 PM,$117.00,2015-10-31,1,"Chicago, IL",18:10:00,12:15 PM
$160.00,N/A,yes,$179.00,"Washington, DC",,2015-10-24,21:01:35.824000,10:45 PM,$129.50,2015-10-31,0,"Chicago, IL",17:30:00,05:15 PM
$191.00,$141.00,no,$214.00,"Denver, CO",,2015-10-24,21:02:39.537000,01:30 AM,$141.00,2015-10-31,1,"Chicago, IL",22:50:00,11:20 PM
N/A,$135.00,no,$189.00,"Denver, CO",,2015-10-24,21:02:41.439000,11:00 AM,$135.00,2015-10-31,1,"Chicago, IL",20:50:00,06:50 AM
$201.00,$173.00,no,$224.00,"Denver, CO",,2015-10-24,21:02:43.131000,10:40 PM,$173.00,2015-10-31,1,"Chicago, IL",20:30:00,06:10 PM
$161.00,N/A,no,$180.00,"Chicago, IL",,2015-10-24,21:03:19.065000,03:15 AM,$81.00,2015-10-31,1,"New York, NY",22:10:00,12:25 AM
