stdfare,advfare,express,reffare,dest,region,datescraped,timescraped,origtime,webfare,date,transfers,orig,duration,desttime
N/A,N/A,no,$229.00,"San Francisco, CA",,2015-09-17,17:17:08.933000,11:00 AM,$215.00,09/18/2015,3,"Chicago, IL","2D, 4H, 30M",01:30 PM
$197.00,N/A,no,$220.00,"Los Angeles, CA",,2015-09-17,17:17:33.382000,01:30 AM,$152.50,09/18/2015,2,"Chicago, IL","1D, 22H, 45M",10:15 PM
$197.00,N/A,no,$220.00,"Los Angeles, CA",,2015-09-17,17:17:34.271000,01:30 AM,$134.50,09/18/2015,1,"Chicago, IL","2D, 1H, 35M",01:05 AM
$206.00,N/A,no,$229.00,"Los Angeles, CA",,2015-09-17,17:17:35.158000,11:00 AM,$161.50,09/18/2015,2,"Chicago, IL","2D, 0H, 0M",09:00 AM
$215.00,N/A,no,$240.00,"Los Angeles, CA",,2015-09-17,17:17:36.122000,06:30 PM,$188.00,09/18/2015,0,"Chicago, IL","1D, 23H, 55M",04:25 PM
$215.00,N/A,no,$240.00,"Seattle, WA",,2015-09-17,17:18:14.912000,10:40 PM,$206.00,09/18/2015,4,"Chicago, IL","1D, 20H, 55M",05:35 PM
N/A,N/A,no,$196.00,"Denver, CO",,2015-09-17,17:18:34.761000,01:30 AM,$191.00,09/18/2015,1,"Chicago, IL","22H, 50M",11:20 PM
N/A,N/A,no,$189.00,"Denver, CO",,2015-09-17,17:18:35.690000,11:00 AM,$189.00,09/18/2015,1,"Chicago, IL","20H, 50M",06:50 AM
$201.00,N/A,no,$224.00,"Denver, CO",,2015-09-17,17:18:36.503000,10:40 PM,$201.00,09/18/2015,1,"Chicago, IL","20H, 30M",06:10 PM
$119.00,N/A,no,$133.00,"New York, NY",,2015-09-17,17:19:39.726000,06:15 AM,$119.00,09/18/2015,1,"Chicago, IL","21H, 5M",04:20 AM
$131.00,N/A,no,$148.00,"New York, NY",,2015-09-17,17:19:40.863000,08:05 AM,$80.50,09/18/2015,2,"Chicago, IL","21H, 10M",06:15 AM
$104.00,N/A,no,$117.00,"New York, NY",,2015-09-17,17:19:41.956000,12:01 PM,$77.00,09/18/2015,1,"Chicago, IL","18H, 39M",07:40 AM
$115.50,N/A,yes,$129.50,"New York, NY",,2015-09-17,17:19:43.041000,05:05 PM,$77.00,09/18/2015,0,"Chicago, IL","17H, 40M",11:45 AM
$143.00,N/A,yes,$160.00,"New York, NY",,2015-09-17,17:19:43.439000,10:45 PM,$67.50,09/18/2015,1,"Chicago, IL","20H, 50M",08:35 PM
$143.00,N/A,no,$160.00,"New York, NY",,2015-09-17,17:19:43.862000,11:35 PM,$67.50,09/18/2015,2,"Chicago, IL","23H, 20M",11:55 PM
$143.00,N/A,no,$160.00,"New York, NY",,2015-09-17,17:19:45.099000,11:50 PM,$71.00,09/18/2015,1,"Chicago, IL","1D, 0H, 45M",01:35 AM
$174.00,N/A,no,$195.00,"Seattle, WA",,2015-09-17,17:19:57.204000,09:40 AM,$128.50,09/18/2015,0,"Los Angeles, CA","1D, 4H, 10M",01:50 PM
$182.00,N/A,no,$203.00,"Seattle, WA",,2015-09-17,17:19:58.053000,01:00 PM,$128.50,09/18/2015,0,"Los Angeles, CA","1D, 3H, 0M",04:00 PM
$190.00,N/A,no,$211.00,"Seattle, WA",,2015-09-17,17:19:58.953000,05:30 PM,$136.50,09/18/2015,0,"Los Angeles, CA","1D, 3H, 40M",09:10 PM
$201.00,N/A,no,$224.00,"Chicago, IL",,2015-09-17,17:20:17.147000,08:35 AM,$201.00,09/18/2015,1,"Denver, CO","20H, 10M",05:45 AM
N/A,N/A,no,$196.00,"Chicago, IL",,2015-09-17,17:20:18.100000,09:00 AM,$191.00,09/18/2015,1,"Denver, CO","1D, 0H, 10M",10:10 AM
N/A,N/A,no,$189.00,"Chicago, IL",,2015-09-17,17:20:18.969000,07:15 PM,$189.00,09/18/2015,1,"Denver, CO","19H, 20M",03:35 PM
N/A,N/A,no,$214.00,"Chicago, IL",,2015-09-17,17:20:19.894000,07:20 PM,$207.00,09/18/2015,1,"Denver, CO","23H, 40M",08:00 PM
N/A,N/A,no,$229.00,"Portland, OR",,2015-09-17,17:20:56.844000,11:00 AM,$224.00,09/18/2015,2,"Chicago, IL","2D, 7H, 20M",04:20 PM
$215.00,N/A,no,$240.00,"Portland, OR",,2015-09-17,17:20:57.875000,09:55 PM,$215.00,09/18/2015,3,"Chicago, IL","1D, 22H, 10M",06:05 PM
$215.00,N/A,no,$240.00,"Portland, OR",,2015-09-17,17:20:58.693000,10:40 PM,$215.00,09/18/2015,2,"Chicago, IL","2D, 8H, 30M",05:10 AM
$175.00,N/A,no,$200.50,"Orlando, FL",,2015-09-17,17:21:30.482000,07:30 AM,$113.50,09/18/2015,1,"New York, NY","1D, 1H, 20M",08:50 AM
$183.00,N/A,yes,$208.50,"Orlando, FL",,2015-09-17,17:21:31.511000,11:00 AM,$121.50,09/18/2015,1,"New York, NY","1D, 0H, 45M",11:45 AM
$183.00,N/A,no,$208.50,"Orlando, FL",,2015-09-17,17:21:31.857000,03:00 PM,$167.00,09/18/2015,2,"New York, NY","1D, 1H, 50M",04:50 PM
$191.00,N/A,yes,$219.00,"Orlando, FL",,2015-09-17,17:21:32.911000,09:30 PM,$145.50,09/18/2015,1,"New York, NY","1D, 1H, 40M",11:10 PM
$191.00,N/A,yes,$219.00,"Orlando, FL",,2015-09-17,17:21:33.285000,10:30 PM,$145.50,09/18/2015,0,"New York, NY","1D, 0H, 40M",11:10 PM
$153.00,N/A,no,$172.00,"New York, NY",,2015-09-17,17:21:48.242000,12:01 AM,$79.50,09/18/2015,1,"Atlanta, GA","22H, 34M",10:35 PM
SOLD OUT,N/A,no,SOLD OUT,"New York, NY",,2015-09-17,17:21:49.277000,08:25 AM,SOLD OUT,09/18/2015,2,"Atlanta, GA","21H, 55M",06:20 AM
$153.00,N/A,no,$172.00,"New York, NY",,2015-09-17,17:21:50.107000,09:10 AM,$75.50,09/18/2015,1,"Atlanta, GA","22H, 50M",08:00 AM
$160.00,N/A,yes,$179.00,"New York, NY",,2015-09-17,17:21:50.905000,02:05 PM,$75.50,09/18/2015,0,"Atlanta, GA","19H, 25M",09:30 AM
$167.00,N/A,no,$186.00,"New York, NY",,2015-09-17,17:21:51.305000,05:00 PM,$75.50,09/18/2015,2,"Atlanta, GA","19H, 10M",12:10 PM
$167.00,N/A,yes,$186.00,"New York, NY",,2015-09-17,17:21:52.353000,10:30 PM,$75.50,09/18/2015,0,"Atlanta, GA","18H, 20M",04:50 PM
$147.50,N/A,no,$164.50,"Atlanta, GA",,2015-09-17,17:22:07.990000,01:00 AM,$76.50,09/18/2015,1,"New York, NY","1D, 0H, 45M",01:45 AM
$147.50,N/A,no,$164.50,"Atlanta, GA",,2015-09-17,17:22:09.051000,07:30 AM,$72.50,09/18/2015,1,"New York, NY","20H, 25M",03:55 AM
$147.50,N/A,yes,$164.50,"Atlanta, GA",,2015-09-17,17:22:10.121000,09:00 AM,$72.50,09/18/2015,0,"New York, NY","21H, 35M",06:35 AM
$154.50,N/A,yes,$173.50,"Atlanta, GA",,2015-09-17,17:22:10.515000,03:00 PM,$141.00,09/18/2015,2,"New York, NY","18H, 45M",09:45 AM
$161.00,N/A,yes,$180.00,"Atlanta, GA",,2015-09-17,17:22:10.908000,06:15 PM,$72.50,09/18/2015,0,"New York, NY","20H, 30M",02:45 PM
$161.00,N/A,no,$180.00,"Atlanta, GA",,2015-09-17,17:22:11.268000,09:30 PM,$66.00,09/18/2015,1,"New York, NY","1D, 0H, 30M",10:00 PM
$161.00,N/A,no,$180.00,"Atlanta, GA",,2015-09-17,17:22:12.368000,10:30 PM,$72.50,09/18/2015,1,"New York, NY","23H, 30M",10:00 PM
$156.50,N/A,no,$175.50,"Chicago, IL",,2015-09-17,17:22:29.465000,08:50 AM,$114.00,09/18/2015,2,"New Orleans, LA","20H, 40M",05:30 AM
$163.50,N/A,no,$182.50,"Chicago, IL",,2015-09-17,17:22:30.398000,10:15 AM,$121.00,09/18/2015,2,"New Orleans, LA","1D, 0H, 15M",10:30 AM
$170.50,N/A,no,$191.50,"Chicago, IL",,2015-09-17,17:22:31.197000,09:25 PM,$142.00,09/18/2015,2,"New Orleans, LA","1D, 3H, 0M",12:25 AM
N/A,N/A,no,$229.00,"Sacramento, CA",,2015-09-17,17:22:40.593000,11:00 AM,$215.00,09/18/2015,3,"Chicago, IL","2D, 2H, 10M",11:10 AM
$179.00,N/A,no,$200.00,"New Orleans, LA",,2015-09-17,17:23:25.512000,04:15 PM,$149.00,09/18/2015,2,"Chicago, IL","1D, 1H, 25M",05:40 PM
$179.00,N/A,no,$200.00,"New Orleans, LA",,2015-09-17,17:23:26.372000,11:50 PM,$142.00,09/18/2015,1,"Chicago, IL","1D, 5H, 40M",05:30 AM
$197.00,N/A,no,$220.00,"Flagstaff, AZ",,2015-09-17,17:23:40.090000,01:30 AM,$197.00,09/18/2015,1,"Chicago, IL","1D, 14H, 0M",01:30 PM
$206.00,N/A,no,$229.00,"Flagstaff, AZ",,2015-09-17,17:23:40.898000,10:30 AM,$206.00,09/18/2015,1,"Chicago, IL","1D, 13H, 35M",10:05 PM
N/A,N/A,no,$240.00,"Flagstaff, AZ",,2015-09-17,17:23:41.752000,06:30 PM,$233.00,09/18/2015,0,"Chicago, IL","1D, 12H, 45M",05:15 AM
$80.00,N/A,no,$90.00,"Pittsburgh, PA",,2015-09-17,17:23:56.630000,06:15 AM,$80.00,09/18/2015,1,"Chicago, IL","12H, 0M",07:15 PM
$88.00,N/A,no,$99.00,"Pittsburgh, PA",,2015-09-17,17:23:57.633000,08:05 AM,$88.00,09/18/2015,0,"Chicago, IL","12H, 45M",09:50 PM
$92.00,N/A,no,$104.00,"Pittsburgh, PA",,2015-09-17,17:23:58.697000,12:01 PM,$88.00,09/18/2015,0,"Chicago, IL","11H, 39M",12:40 AM
$92.00,N/A,no,$104.00,"Pittsburgh, PA",,2015-09-17,17:23:59.774000,01:45 PM,$92.00,09/18/2015,1,"Chicago, IL","13H, 35M",04:20 AM
N/A,N/A,no,N/A,"Pittsburgh, PA",,2015-09-17,17:24:00.851000,05:05 PM,$96.00,09/18/2015,1,"Chicago, IL","10H, 35M",04:40 AM
$96.00,N/A,no,$108.00,"Pittsburgh, PA",,2015-09-17,17:24:01.927000,07:00 PM,$96.00,09/18/2015,1,"Chicago, IL","12H, 30M",08:30 AM
$96.00,N/A,yes,$108.00,"Pittsburgh, PA",,2015-09-17,17:24:03.015000,10:45 PM,$96.00,09/18/2015,0,"Chicago, IL","9H, 50M",09:35 AM
$96.00,N/A,no,$108.00,"Pittsburgh, PA",,2015-09-17,17:24:03.399000,11:50 PM,$96.00,09/18/2015,1,"Chicago, IL","13H, 55M",02:45 PM
N/A,N/A,no,$229.00,"Chicago, IL",,2015-09-17,17:24:24.360000,12:10 PM,$215.00,09/18/2015,2,"Portland, OR","2D, 1H, 25M",03:35 PM
$215.00,N/A,no,$240.00,"Chicago, IL",,2015-09-17,17:24:25.229000,06:50 PM,$215.00,09/18/2015,4,"Portland, OR","2D, 8H, 50M",05:40 AM
$215.00,N/A,no,$240.00,"Chicago, IL",,2015-09-17,17:24:26.064000,11:00 PM,$206.00,09/18/2015,2,"Portland, OR","2D, 4H, 45M",05:45 AM
$164.00,N/A,no,N/A,"Chicago, IL",,2015-09-17,17:24:54.399000,12:25 AM,$164.00,09/18/2015,1,"Albany, NY","20H, 20M",07:45 PM
N/A,N/A,no,N/A,"Chicago, IL",,2015-09-17,17:24:55.314000,04:35 PM,$186.50,09/18/2015,1,"Albany, NY","18H, 55M",10:30 AM
N/A,N/A,no,N/A,"Chicago, IL",,2015-09-17,17:24:56.146000,05:30 PM,$186.50,09/18/2015,1,"Albany, NY","22H, 0M",02:30 PM
N/A,N/A,no,$99.00,"Chicago, IL",,2015-09-17,17:26:18.070000,12:30 AM,$92.00,09/18/2015,0,"Pittsburgh, PA","11H, 0M",10:30 AM
N/A,N/A,yes,$99.00,"Chicago, IL",,2015-09-17,17:26:19.092000,03:30 AM,$96.00,09/18/2015,1,"Pittsburgh, PA","12H, 0M",02:30 PM
N/A,N/A,no,$99.00,"Chicago, IL",,2015-09-17,17:26:19.503000,03:40 AM,$96.00,09/18/2015,1,"Pittsburgh, PA","12H, 15M",02:55 PM
N/A,N/A,no,$99.00,"Chicago, IL",,2015-09-17,17:26:20.536000,07:00 AM,$96.00,09/18/2015,1,"Pittsburgh, PA","13H, 30M",07:30 PM
N/A,N/A,no,SOLD OUT,"Chicago, IL",,2015-09-17,17:26:21.559000,07:45 AM,SOLD OUT,09/18/2015,0,"Pittsburgh, PA","13H, 0M",07:45 PM
N/A,N/A,no,$104.00,"Chicago, IL",,2015-09-17,17:26:22.414000,12:55 PM,$96.00,09/18/2015,1,"Pittsburgh, PA","12H, 30M",12:25 AM
$96.00,N/A,no,$108.00,"Chicago, IL",,2015-09-17,17:26:23.313000,07:45 PM,$96.00,09/18/2015,1,"Pittsburgh, PA","10H, 10M",04:55 AM
$81.50,N/A,no,$92.50,"Kansas City, MO",,2015-09-17,17:26:37.847000,01:30 AM,$50.00,09/18/2015,1,"Chicago, IL","10H, 25M",11:55 AM
$134.00,N/A,no,$151.00,"Kansas City, MO",,2015-09-17,17:26:38.750000,11:00 AM,$134.00,09/18/2015,1,"Chicago, IL","10H, 25M",09:25 PM
$134.00,N/A,no,$151.00,"Kansas City, MO",,2015-09-17,17:26:39.626000,03:10 PM,$134.00,09/18/2015,1,"Chicago, IL","11H, 20M",02:30 AM
$89.00,N/A,no,$100.00,"Kansas City, MO",,2015-09-17,17:26:40.416000,06:30 PM,$50.00,09/18/2015,1,"Chicago, IL","12H, 40M",07:10 AM
$134.00,N/A,no,$151.00,"Chicago, IL",,2015-09-17,17:26:57.306000,01:30 AM,$134.00,09/18/2015,1,"Kansas City, MO","13H, 45M",03:15 PM
$134.00,N/A,no,$151.00,"Chicago, IL",,2015-09-17,17:26:58.234000,08:00 AM,$134.00,09/18/2015,1,"Kansas City, MO","14H, 10M",10:10 PM
SOLD OUT,N/A,no,SOLD OUT,"Chicago, IL",,2015-09-17,17:26:59.071000,08:25 AM,SOLD OUT,09/18/2015,2,"Kansas City, MO","11H, 30M",07:55 PM
$81.50,N/A,no,$92.50,"Chicago, IL",,2015-09-17,17:26:59.922000,08:25 AM,$50.00,09/18/2015,1,"Kansas City, MO","11H, 35M",08:00 PM
$85.50,N/A,no,$96.50,"Chicago, IL",,2015-09-17,17:27:00.759000,01:10 PM,$42.00,09/18/2015,1,"Kansas City, MO","12H, 25M",01:35 AM
$134.00,N/A,no,$151.00,"Chicago, IL",,2015-09-17,17:27:01.672000,07:45 PM,$134.00,09/18/2015,1,"Kansas City, MO","10H, 0M",05:45 AM
$89.00,N/A,no,$100.00,"Chicago, IL",,2015-09-17,17:27:02.557000,10:25 PM,$50.00,09/18/2015,1,"Kansas City, MO","11H, 45M",10:10 AM
N/A,N/A,no,$140.50,"Albuquerque, NM",,2015-09-17,17:27:18.391000,02:45 AM,$137.00,09/18/2015,1,"Los Angeles, CA","17H, 50M",09:35 PM
$125.50,N/A,no,$140.50,"Albuquerque, NM",,2015-09-17,17:27:19.218000,07:00 AM,$125.50,09/18/2015,0,"Los Angeles, CA","18H, 55M",02:55 AM
N/A,N/A,no,$140.50,"Albuquerque, NM",,2015-09-17,17:27:20.035000,08:15 AM,$131.50,09/18/2015,1,"Los Angeles, CA","17H, 40M",02:55 AM
$131.50,N/A,no,$148.50,"Albuquerque, NM",,2015-09-17,17:27:20.910000,01:45 PM,$125.50,09/18/2015,0,"Los Angeles, CA","19H, 10M",09:55 AM
$131.50,N/A,no,$148.50,"Albuquerque, NM",,2015-09-17,17:27:21.776000,02:00 PM,$131.50,09/18/2015,1,"Los Angeles, CA","18H, 55M",09:55 AM
$215.00,N/A,no,$240.00,"Whitefish (e), MT",,2015-09-17,17:27:37.027000,10:40 PM,$206.00,09/18/2015,4,"Chicago, IL","1D, 17H, 30M",03:10 PM
$82.50,N/A,no,$93.50,"New Orleans, LA",,2015-09-17,17:28:14.260000,09:30 AM,$60.00,09/18/2015,1,"Memphis, TN","11H, 0M",08:30 PM
$206.00,N/A,no,$229.00,"New Orleans, LA",,2015-09-17,17:28:28.827000,12:45 PM,$206.00,09/18/2015,2,"Los Angeles, CA","1D, 16H, 15M",07:00 AM
N/A,N/A,no,$240.00,"New Orleans, LA",,2015-09-17,17:28:29.675000,06:15 PM,$224.00,09/18/2015,2,"Los Angeles, CA","1D, 18H, 40M",02:55 PM
$215.00,N/A,no,$240.00,"New Orleans, LA",,2015-09-17,17:28:30.545000,11:50 PM,$215.00,09/18/2015,3,"Los Angeles, CA","1D, 18H, 40M",08:30 PM
N/A,N/A,no,$204.00,"San Francisco, CA",,2015-09-17,17:28:46.830000,11:50 AM,$199.00,09/18/2015,2,"Denver, CO","1D, 2H, 40M",01:30 PM
N/A,N/A,no,$204.00,"San Francisco, CA",,2015-09-17,17:28:47.667000,12:15 PM,$191.00,09/18/2015,1,"Denver, CO","1D, 6H, 30M",05:45 PM
$82.50,N/A,no,$93.50,"Memphis, TN",,2015-09-17,17:29:30.662000,08:50 AM,$60.00,09/18/2015,1,"New Orleans, LA","10H, 10M",07:00 PM
$86.50,N/A,no,$97.50,"Memphis, TN",,2015-09-17,17:29:31.537000,10:15 AM,$52.50,09/18/2015,1,"New Orleans, LA","11H, 30M",09:45 PM
$79.50,N/A,no,$89.50,"Chicago, IL",,2015-09-17,17:29:50.384000,06:00 AM,$50.00,09/18/2015,0,"Memphis, TN","9H, 55M",03:55 PM
SOLD OUT,N/A,yes,SOLD OUT,"Chicago, IL",,2015-09-17,17:29:51.387000,09:45 AM,SOLD OUT,09/18/2015,0,"Memphis, TN","10H, 10M",07:55 PM
$86.50,N/A,no,$97.50,"Chicago, IL",,2015-09-17,17:29:51.771000,08:00 PM,$50.00,09/18/2015,0,"Memphis, TN","9H, 30M",05:30 AM
$86.50,N/A,no,$97.50,"Chicago, IL",,2015-09-17,17:29:52.828000,11:30 PM,$50.00,09/18/2015,0,"Memphis, TN","11H, 0M",10:30 AM
N/A,N/A,no,$220.00,"Los Angeles, CA",,2015-09-17,17:30:08.127000,06:15 AM,$206.00,09/18/2015,2,"New Orleans, LA","1D, 17H, 55M",10:10 PM
N/A,N/A,no,$220.00,"Los Angeles, CA",,2015-09-17,17:30:08.980000,08:50 AM,$206.00,09/18/2015,3,"New Orleans, LA","1D, 15H, 20M",10:10 PM
$215.00,N/A,no,$240.00,"Los Angeles, CA",,2015-09-17,17:30:09.749000,06:25 PM,$206.00,09/18/2015,2,"New Orleans, LA","1D, 16H, 35M",09:00 AM
$56.50,N/A,no,$64.50,"St Paul, MN",,2015-09-17,17:30:41.501000,06:15 AM,$38.50,09/18/2015,0,"Chicago, IL","9H, 35M",03:50 PM
$56.50,N/A,no,$64.50,"St Paul, MN",,2015-09-17,17:30:42.451000,09:15 AM,$36.50,09/18/2015,1,"Chicago, IL","9H, 0M",06:15 PM
$59.00,N/A,yes,$67.00,"St Paul, MN",,2015-09-17,17:30:43.247000,12:01 PM,$38.50,09/18/2015,0,"Chicago, IL","7H, 39M",07:40 PM
$61.50,N/A,no,$70.50,"St Paul, MN",,2015-09-17,17:30:43.615000,09:55 PM,$39.50,09/18/2015,0,"Chicago, IL","8H, 5M",06:00 AM
$91.50,N/A,no,$103.50,"Buffalo, NY",,2015-09-17,17:31:32.061000,08:05 AM,$64.00,09/18/2015,1,"Chicago, IL","13H, 15M",10:20 PM
$95.50,N/A,no,$107.50,"Buffalo, NY",,2015-09-17,17:31:33.076000,12:01 PM,$72.50,09/18/2015,1,"Chicago, IL","13H, 4M",02:05 AM
N/A,N/A,no,$92.00,"Buffalo, NY",,2015-09-17,17:31:33.887000,05:05 PM,$83.00,09/18/2015,1,"Chicago, IL","14H, 30M",08:35 AM
$100.00,N/A,no,$112.00,"Buffalo, NY",,2015-09-17,17:31:34.719000,05:40 PM,$87.50,09/18/2015,1,"Chicago, IL","17H, 35M",12:15 PM
$100.00,N/A,yes,$112.00,"Buffalo, NY",,2015-09-17,17:31:35.615000,10:45 PM,$80.50,09/18/2015,1,"Chicago, IL","12H, 40M",12:25 PM
$100.00,N/A,no,$112.00,"Buffalo, NY",,2015-09-17,17:31:35.956000,11:35 PM,$80.50,09/18/2015,1,"Chicago, IL","20H, 15M",08:50 PM
$186.00,N/A,no,$207.00,"Chicago, IL",,2015-09-17,17:31:54.655000,04:10 AM,$186.00,09/18/2015,1,"Albuquerque, NM","1D, 5H, 0M",10:10 AM
$194.50,N/A,no,$217.50,"Chicago, IL",,2015-09-17,17:31:55.609000,11:15 AM,$194.50,09/18/2015,0,"Albuquerque, NM","1D, 7H, 45M",08:00 PM
N/A,N/A,no,$226.00,"Chicago, IL",,2015-09-17,17:31:56.449000,10:45 PM,$211.50,09/18/2015,1,"Albuquerque, NM","1D, 5H, 40M",05:25 AM
N/A,N/A,no,$226.00,"Chicago, IL",,2015-09-17,17:31:57.245000,10:45 PM,$211.50,09/18/2015,2,"Albuquerque, NM","1D, 6H, 0M",05:45 AM
$175.00,N/A,no,$196.00,"Dallas, TX",,2015-09-17,17:32:13.833000,12:01 AM,$83.50,09/18/2015,1,"Chicago, IL","21H, 34M",09:35 PM
$175.00,N/A,no,$196.00,"Dallas, TX",,2015-09-17,17:32:14.889000,01:30 AM,$79.00,09/18/2015,2,"Chicago, IL","1D, 0H, 10M",01:40 AM
$122.50,N/A,no,$137.50,"Dallas, TX",,2015-09-17,17:32:15.686000,07:30 AM,$83.50,09/18/2015,1,"Chicago, IL","22H, 25M",05:55 AM
$183.00,N/A,no,$204.00,"Dallas, TX",,2015-09-17,17:32:16.594000,10:30 AM,$83.50,09/18/2015,2,"Chicago, IL","1D, 0H, 50M",11:20 AM
$191.00,N/A,no,$214.00,"Dallas, TX",,2015-09-17,17:32:17.515000,04:10 PM,$79.00,09/18/2015,1,"Chicago, IL","21H, 5M",01:15 PM
$154.50,N/A,yes,$173.50,"Dallas, TX",,2015-09-17,17:32:18.381000,09:00 PM,$91.50,09/18/2015,0,"Chicago, IL","19H, 20M",04:20 PM
$136.00,N/A,no,$153.00,"Jackson, MS",,2015-09-17,17:32:50.808000,04:10 PM,$97.00,09/18/2015,1,"Chicago, IL","19H, 10M",11:20 AM
$110.00,N/A,no,$123.00,"Jackson, MS",,2015-09-17,17:32:51.686000,09:00 PM,$106.00,09/18/2015,1,"Chicago, IL","15H, 10M",12:10 PM
$142.00,N/A,no,$159.00,"Seattle, WA",,2015-09-17,17:33:26.140000,04:05 PM,$119.50,09/18/2015,1,"San Francisco, CA","21H, 45M",01:50 PM
$142.00,N/A,no,$159.00,"Seattle, WA",,2015-09-17,17:33:27.005000,06:30 PM,$119.50,09/18/2015,1,"San Francisco, CA","21H, 30M",04:00 PM
$142.00,N/A,no,$159.00,"Seattle, WA",,2015-09-17,17:33:27.992000,08:45 PM,$113.50,09/18/2015,1,"San Francisco, CA","1D, 0H, 25M",09:10 PM
$130.00,N/A,no,$145.00,"Chicago, IL",,2015-09-17,17:33:43.437000,02:55 PM,$89.00,09/18/2015,1,"Jackson, MS","14H, 35M",05:30 AM
$129.00,N/A,no,$144.00,"Sacramento, CA",,2015-09-17,17:33:58.736000,07:30 AM,$129.00,09/18/2015,0,"Seattle, WA","18H, 40M",02:10 AM
$135.00,N/A,no,$152.00,"Sacramento, CA",,2015-09-17,17:33:59.749000,01:00 PM,$129.00,09/18/2015,0,"Seattle, WA","17H, 30M",06:30 AM
$140.50,N/A,yes,$157.50,"Sacramento, CA",,2015-09-17,17:34:00.756000,06:30 PM,$135.00,09/18/2015,0,"Seattle, WA","19H, 5M",01:35 PM
SOLD OUT,N/A,no,SOLD OUT,"Orlando, FL",,2015-09-17,17:34:38.869000,01:50 AM,SOLD OUT,09/18/2015,1,"Washington, DC","21H, 20M",11:10 PM
$171.50,N/A,no,$192.50,"Orlando, FL",,2015-09-17,17:34:40.074000,01:30 PM,$124.00,09/18/2015,1,"Washington, DC","19H, 20M",08:50 AM
$179.00,N/A,yes,$200.00,"Orlando, FL",,2015-09-17,17:34:41.247000,04:50 PM,$131.50,09/18/2015,1,"Washington, DC","18H, 55M",11:45 AM
$179.00,N/A,no,$200.00,"Orlando, FL",,2015-09-17,17:34:41.711000,09:05 PM,$131.50,09/18/2015,1,"Washington, DC","19H, 45M",04:50 PM
$179.00,N/A,yes,$200.00,"Orlando, FL",,2015-09-17,17:34:42.904000,11:25 PM,$139.00,09/18/2015,1,"Washington, DC","23H, 45M",11:10 PM
SOLD OUT,N/A,no,SOLD OUT,"Washington, DC",,2015-09-17,17:35:04.613000,12:01 AM,SOLD OUT,09/18/2015,1,"Atlanta, GA","17H, 29M",05:30 PM
$126.50,N/A,no,$141.50,"Washington, DC",,2015-09-17,17:35:05.698000,12:01 AM,$74.50,09/18/2015,1,"Atlanta, GA","18H, 29M",06:30 PM
SOLD OUT,N/A,no,SOLD OUT,"Washington, DC",,2015-09-17,17:35:06.780000,08:25 AM,SOLD OUT,09/18/2015,2,"Atlanta, GA","17H, 20M",01:45 AM
$126.50,N/A,no,$141.50,"Washington, DC",,2015-09-17,17:35:08.051000,09:10 AM,$65.00,09/18/2015,1,"Atlanta, GA","18H, 25M",03:35 AM
$138.00,N/A,no,$155.00,"Washington, DC",,2015-09-17,17:35:09.248000,05:00 PM,$88.00,09/18/2015,1,"Atlanta, GA","13H, 20M",06:20 AM
$138.00,N/A,yes,$155.00,"Washington, DC",,2015-09-17,17:35:10.467000,10:30 PM,$88.00,09/18/2015,1,"Atlanta, GA","13H, 10M",11:40 AM
$65.00,N/A,no,$74.00,"Oakland, CA",,2015-09-17,17:36:11.902000,01:45 AM,$43.00,09/18/2015,0,"Los Angeles, CA","8H, 55M",10:40 AM
$65.00,N/A,no,$74.00,"Oakland, CA",,2015-09-17,17:36:13.079000,02:00 AM,$34.00,09/18/2015,1,"Los Angeles, CA","10H, 35M",12:35 PM
$65.00,N/A,no,$74.00,"Oakland, CA",,2015-09-17,17:36:14.168000,05:45 AM,$37.00,09/18/2015,0,"Los Angeles, CA","9H, 15M",03:00 PM
$65.00,N/A,no,$74.00,"Oakland, CA",,2015-09-17,17:36:15.408000,06:10 AM,$37.00,09/18/2015,0,"Los Angeles, CA","11H, 10M",05:20 PM
$65.00,N/A,yes,$74.00,"Oakland, CA",,2015-09-17,17:36:16.589000,07:15 AM,$37.00,09/18/2015,0,"Los Angeles, CA","7H, 50M",03:05 PM
$65.00,N/A,no,$74.00,"Oakland, CA",,2015-09-17,17:36:16.945000,09:30 AM,$43.00,09/18/2015,0,"Los Angeles, CA","9H, 0M",06:30 PM
$68.00,N/A,yes,$77.00,"Oakland, CA",,2015-09-17,17:36:18.057000,12:35 PM,$43.00,09/18/2015,0,"Los Angeles, CA","8H, 0M",08:35 PM
$68.00,N/A,yes,$77.00,"Oakland, CA",,2015-09-17,17:36:18.483000,01:00 PM,$43.00,09/18/2015,0,"Los Angeles, CA","8H, 25M",09:25 PM
$68.00,N/A,no,$77.00,"Oakland, CA",,2015-09-17,17:36:18.855000,01:30 PM,$40.00,09/18/2015,0,"Los Angeles, CA","10H, 50M",12:20 AM
$71.00,N/A,no,$81.00,"Oakland, CA",,2015-09-17,17:36:20.034000,04:15 PM,$46.00,09/18/2015,1,"Los Angeles, CA","8H, 5M",12:20 AM
$71.00,N/A,yes,$81.00,"Oakland, CA",,2015-09-17,17:36:21.178000,04:15 PM,$46.00,09/18/2015,0,"Los Angeles, CA","8H, 30M",12:45 AM
