stdfare,advfare,express,reffare,dest,region,datescraped,timescraped,origtime,webfare,date,transfers,orig,duration,desttime
$69.00 ,N/A,no,$78.00 ,Baton Rouge,Southeast,6/3/2015,33:40.5,6:00 AM,$41.00 ,6/4/2015,1,Atlanta,"11H, 50M",4:50 PM
$69.00 ,N/A,no,$78.00 ,Baton Rouge,Southeast,6/3/2015,33:41.6,7:05 AM,$36.50 ,6/4/2015,0,Atlanta,"14H, 5M",8:10 PM
$72.50 ,N/A,no,$82.50 ,Baton Rouge,Southeast,6/3/2015,33:42.6,2:20 PM,$34.00 ,6/4/2015,1,Atlanta,"10H, 55M",12:15 AM
$76.00 ,N/A,no,$86.00 ,Baton Rouge,Southeast,6/3/2015,33:43.6,7:45 PM,$34.00 ,6/4/2015,1,Atlanta,"13H, 15M",8:00 AM
$69.00 ,N/A,no,$78.00 ,Baton Rouge,Southeast,6/3/2015,33:44.4,11:35 PM,$62.50 ,6/4/2015,1,Atlanta,"11H, 35M",10:10 AM
$76.00 ,N/A,yes,$86.00 ,Baton Rouge,Southeast,6/3/2015,33:45.2,11:35 PM,$40.00 ,6/4/2015,0,Atlanta,"12H, 0M",10:35 AM
N/A,N/A,no,$174.00 ,Beaumont Vidor,Southeast,6/3/2015,34:16.4,7:05 AM,$163.00 ,6/4/2015,0,Atlanta,"18H, 15M",12:20 AM
$163.00 ,N/A,no,$182.00 ,Beaumont Vidor,Southeast,6/3/2015,34:17.4,2:20 PM,$155.00 ,6/4/2015,1,Atlanta,"14H, 40M",4:00 AM
$170.50 ,N/A,no,$191.50 ,Beaumont Vidor,Southeast,6/3/2015,34:18.2,7:45 PM,$155.00 ,6/4/2015,1,Atlanta,"16H, 45M",11:30 AM
$170.50 ,N/A,yes,$191.50 ,Beaumont Vidor,Southeast,6/3/2015,34:19.1,11:35 PM,$170.50 ,6/4/2015,0,Atlanta,"15H, 40M",2:15 PM
$37.00 ,N/A,no,$43.00 ,Birmingham,Southeast,6/3/2015,34:49.4,6:00 AM,$23.50 ,6/4/2015,0,Atlanta,"2H, 30M",7:30 AM
$37.00 ,N/A,yes,$43.00 ,Birmingham,Southeast,6/3/2015,34:50.5,8:00 AM,$20.00 ,6/4/2015,0,Atlanta,"2H, 30M",9:30 AM
$39.00 ,N/A,no,$45.00 ,Birmingham,Southeast,6/3/2015,34:50.8,10:30 AM,$20.00 ,6/4/2015,0,Atlanta,"3H, 55M",1:25 PM
$39.00 ,N/A,no,$45.00 ,Birmingham,Southeast,6/3/2015,34:51.9,2:10 PM,$20.00 ,6/4/2015,0,Atlanta,"2H, 55M",4:05 PM
$41.00 ,N/A,no,$48.00 ,Birmingham,Southeast,6/3/2015,34:52.7,5:10 PM,$23.50 ,6/4/2015,1,Atlanta,"9H, 15M",1:25 AM
$41.00 ,N/A,no,$48.00 ,Birmingham,Southeast,6/3/2015,34:53.5,7:20 PM,$20.00 ,6/4/2015,0,Atlanta,"2H, 50M",9:10 PM
$41.00 ,N/A,no,$48.00 ,Birmingham,Southeast,6/3/2015,34:54.3,11:35 PM,$20.00 ,6/4/2015,0,Atlanta,"2H, 40M",1:15 AM
$159.50 ,N/A,no,$178.50 ,Champaign,Southeast,6/3/2015,35:28.4,5:10 PM,$107.00 ,6/4/2015,1,Atlanta,"16H, 25M",8:35 AM
$159.50 ,N/A,no,$178.50 ,Champaign,Southeast,6/3/2015,35:29.2,5:10 PM,$107.00 ,6/4/2015,1,Atlanta,"20H, 10M",12:20 PM
$159.50 ,N/A,no,$178.50 ,Champaign,Southeast,6/3/2015,35:30.0,7:30 PM,$107.00 ,6/4/2015,1,Atlanta,"17H, 50M",12:20 PM
$159.50 ,N/A,no,$178.50 ,Champaign,Southeast,6/3/2015,35:30.9,10:00 PM,$107.00 ,6/4/2015,1,Atlanta,"17H, 10M",2:10 PM
$53.00 ,N/A,no,$61.00 ,Charlotte,Southeast,6/3/2015,36:07.0,12:01 AM,$42.00 ,6/4/2015,0,Atlanta,"4H, 14M",4:15 AM
$53.00 ,N/A,no,$61.00 ,Charlotte,Southeast,6/3/2015,36:08.0,4:30 AM,$53.00 ,6/4/2015,1,Atlanta,"8H, 0M",12:30 PM
$53.00 ,N/A,no,$61.00 ,Charlotte,Southeast,6/3/2015,36:09.0,9:10 AM,$42.00 ,6/4/2015,0,Atlanta,"6H, 15M",3:25 PM
$56.00 ,N/A,yes,$64.00 ,Charlotte,Southeast,6/3/2015,36:10.0,2:05 PM,$42.00 ,6/4/2015,0,Atlanta,"4H, 15M",6:20 PM
$58.50 ,N/A,no,$66.50 ,Charlotte,Southeast,6/3/2015,36:10.4,4:30 PM,$35.50 ,6/4/2015,0,Atlanta,"6H, 5M",10:35 PM
$58.50 ,N/A,no,$66.50 ,Charlotte,Southeast,6/3/2015,36:11.4,7:45 PM,$32.00 ,6/4/2015,0,Atlanta,"4H, 30M",12:15 AM
$58.50 ,N/A,yes,$66.50 ,Charlotte,Southeast,6/3/2015,36:12.2,10:30 PM,$42.00 ,6/4/2015,0,Atlanta,"4H, 15M",2:45 AM
SOLD OUT,N/A,no,SOLD OUT,Chattanooga,Southeast,6/3/2015,36:43.4,4:45 AM,SOLD OUT,6/4/2015,0,Atlanta,"1H, 55M",6:40 AM
$33.00 ,N/A,no,$39.00 ,Chattanooga,Southeast,6/3/2015,36:44.5,6:30 AM,$12.00 ,6/4/2015,0,Atlanta,"2H, 30M",9:00 AM
$33.00 ,N/A,yes,$39.00 ,Chattanooga,Southeast,6/3/2015,36:45.5,8:45 AM,$12.00 ,6/4/2015,0,Atlanta,"2H, 10M",10:55 AM
$35.00 ,N/A,no,$41.00 ,Chattanooga,Southeast,6/3/2015,36:45.9,12:45 PM,$9.50 ,6/4/2015,0,Atlanta,"2H, 10M",2:55 PM
$35.00 ,N/A,yes,$41.00 ,Chattanooga,Southeast,6/3/2015,36:46.9,2:05 PM,$10.50 ,6/4/2015,0,Atlanta,"2H, 10M",4:15 PM
$35.00 ,N/A,yes,$41.00 ,Chattanooga,Southeast,6/3/2015,36:47.3,2:10 PM,$10.50 ,6/4/2015,0,Atlanta,"2H, 15M",4:25 PM
$36.50 ,N/A,yes,$42.50 ,Chattanooga,Southeast,6/3/2015,36:47.6,5:10 PM,$12.00 ,6/4/2015,0,Atlanta,"2H, 15M",7:25 PM
$36.50 ,N/A,yes,$42.50 ,Chattanooga,Southeast,6/3/2015,36:48.0,7:30 PM,$11.00 ,6/4/2015,0,Atlanta,"1H, 55M",9:25 PM
$36.50 ,N/A,yes,$42.50 ,Chattanooga,Southeast,6/3/2015,36:48.4,10:00 PM,$12.00 ,6/4/2015,1,Atlanta,"9H, 0M",7:00 AM
$124.00 ,N/A,no,$139.00 ,Chicago,Southeast,6/3/2015,37:20.7,12:15 AM,$69.50 ,6/4/2015,2,Atlanta,"19H, 15M",6:30 PM
$124.00 ,N/A,yes,$139.00 ,Chicago,Southeast,6/3/2015,37:21.7,8:45 AM,$69.50 ,6/4/2015,0,Atlanta,"16H, 40M",12:25 AM
$130.50 ,N/A,yes,$147.50 ,Chicago,Southeast,6/3/2015,37:22.1,2:10 PM,$64.50 ,6/4/2015,1,Atlanta,"15H, 40M",4:50 AM
$136.50 ,N/A,yes,$153.50 ,Chicago,Southeast,6/3/2015,37:22.5,5:10 PM,$85.50 ,6/4/2015,0,Atlanta,"16H, 55M",9:05 AM
$136.50 ,N/A,yes,$153.50 ,Chicago,Southeast,6/3/2015,37:22.8,5:10 PM,$85.50 ,6/4/2015,1,Atlanta,"21H, 20M",1:30 PM
$136.50 ,N/A,no,$153.50 ,Chicago,Southeast,6/3/2015,37:23.2,5:10 PM,$85.50 ,6/4/2015,1,Atlanta,"23H, 15M",3:25 PM
$136.50 ,N/A,yes,$153.50 ,Chicago,Southeast,6/3/2015,37:24.2,10:00 PM,$85.50 ,6/4/2015,0,Atlanta,"16H, 30M",1:30 PM
$124.00 ,N/A,no,$139.00 ,Chicago 95th & Dan Ryan,Southeast,6/3/2015,37:55.4,12:15 AM,$69.50 ,6/4/2015,2,Atlanta,"18H, 50M",6:05 PM
$124.00 ,N/A,no,$139.00 ,Chicago 95th & Dan Ryan,Southeast,6/3/2015,37:56.3,8:45 AM,$69.50 ,6/4/2015,1,Atlanta,"22H, 50M",6:35 AM
$136.50 ,N/A,no,$153.50 ,Chicago 95th & Dan Ryan,Southeast,6/3/2015,37:57.1,5:10 PM,$85.50 ,6/4/2015,1,Atlanta,"17H, 50M",10:00 AM
$136.50 ,N/A,no,$153.50 ,Chicago 95th & Dan Ryan,Southeast,6/3/2015,37:57.9,5:10 PM,$85.50 ,6/4/2015,2,Atlanta,"1D, 1H, 55M",6:05 PM
$136.50 ,N/A,no,$153.50 ,Chicago 95th & Dan Ryan,Southeast,6/3/2015,37:58.7,10:00 PM,$85.50 ,6/4/2015,1,Atlanta,"18H, 25M",3:25 PM
$124.00 ,N/A,yes,$139.00 ,Cleveland,Southeast,6/3/2015,39:11.3,1:50 AM,$68.00 ,6/4/2015,1,Atlanta,"15H, 50M",5:40 PM
$124.00 ,N/A,no,$139.00 ,Cleveland,Southeast,6/3/2015,39:11.7,6:30 AM,$44.50 ,6/4/2015,1,Atlanta,"16H, 40M",11:10 PM
$124.00 ,N/A,no,$139.00 ,Cleveland,Southeast,6/3/2015,39:12.7,8:45 AM,$44.50 ,6/4/2015,1,Atlanta,"18H, 25M",3:10 AM
$130.50 ,N/A,no,$147.50 ,Cleveland,Southeast,6/3/2015,39:13.7,2:05 PM,$63.00 ,6/4/2015,1,Atlanta,"17H, 35M",7:40 AM
$136.50 ,N/A,yes,$153.50 ,Cleveland,Southeast,6/3/2015,39:14.5,7:30 PM,$63.00 ,6/4/2015,1,Atlanta,"17H, 30M",1:00 PM
$129.00 ,N/A,no,$144.00 ,Cleveland,Southeast,6/3/2015,39:14.9,7:45 PM,$129.00 ,6/4/2015,2,Atlanta,"20H, 0M",3:45 PM
$136.50 ,N/A,yes,$153.50 ,Cleveland,Southeast,6/3/2015,39:15.9,10:00 PM,$53.00 ,6/4/2015,1,Atlanta,"19H, 40M",5:40 PM
$115.00 ,N/A,yes,$129.00 ,Columbus,Southeast,6/3/2015,39:51.7,1:50 AM,$55.50 ,6/4/2015,1,Atlanta,"12H, 50M",2:40 PM
$115.00 ,N/A,no,$129.00 ,Columbus,Southeast,6/3/2015,39:52.0,6:30 AM,$33.50 ,6/4/2015,1,Atlanta,"13H, 55M",8:25 PM
$115.00 ,N/A,no,$129.00 ,Columbus,Southeast,6/3/2015,39:53.0,8:45 AM,$33.50 ,6/4/2015,1,Atlanta,"15H, 25M",12:10 AM
$121.00 ,N/A,no,$136.00 ,Columbus,Southeast,6/3/2015,39:53.8,2:05 PM,$44.00 ,6/4/2015,1,Atlanta,"14H, 15M",4:20 AM
$126.50 ,N/A,yes,$141.50 ,Columbus,Southeast,6/3/2015,39:54.7,7:30 PM,$50.50 ,6/4/2015,1,Atlanta,"14H, 40M",10:10 AM
$126.50 ,N/A,yes,$141.50 ,Columbus,Southeast,6/3/2015,39:55.1,10:00 PM,$41.50 ,6/4/2015,1,Atlanta,"16H, 40M",2:40 PM
$120.00 ,N/A,no,$134.00 ,Dallas,Southeast,6/3/2015,40:29.5,12:15 AM,$61.50 ,6/4/2015,1,Atlanta,"22H, 20M",9:35 PM
$120.00 ,N/A,no,$134.00 ,Dallas,Southeast,6/3/2015,40:30.4,6:00 AM,$71.00 ,6/4/2015,0,Atlanta,"18H, 0M",11:00 PM
$120.00 ,N/A,no,$134.00 ,Dallas,Southeast,6/3/2015,40:31.3,8:00 AM,$61.50 ,6/4/2015,1,Atlanta,"19H, 30M",2:30 AM
$126.00 ,N/A,no,$141.00 ,Dallas,Southeast,6/3/2015,40:32.2,10:30 AM,$63.00 ,6/4/2015,0,Atlanta,"18H, 0M",3:30 AM
$126.00 ,N/A,no,$141.00 ,Dallas,Southeast,6/3/2015,40:33.0,2:10 PM,$63.00 ,6/4/2015,0,Atlanta,"16H, 30M",5:40 AM
$132.00 ,N/A,no,$149.00 ,Dallas,Southeast,6/3/2015,40:33.8,5:10 PM,$71.00 ,6/4/2015,1,Atlanta,"21H, 5M",1:15 PM
$132.00 ,N/A,no,$149.00 ,Dallas,Southeast,6/3/2015,40:34.8,7:20 PM,$61.50 ,6/4/2015,0,Atlanta,"17H, 25M",11:45 AM
$132.00 ,N/A,no,$149.00 ,Dallas,Southeast,6/3/2015,40:35.7,11:35 PM,$61.50 ,6/4/2015,0,Atlanta,"18H, 20M",4:55 PM
$108.00 ,N/A,yes,$121.00 ,Dayton Trotwood,Southeast,6/3/2015,41:07.0,1:50 AM,$82.50 ,6/4/2015,0,Atlanta,"12H, 5M",1:55 PM
$108.00 ,N/A,no,$121.00 ,Dayton Trotwood,Southeast,6/3/2015,41:07.4,6:30 AM,$82.50 ,6/4/2015,1,Atlanta,"13H, 10M",7:40 PM
$119.00 ,N/A,yes,$133.00 ,Dayton Trotwood,Southeast,6/3/2015,41:08.4,7:30 PM,$82.50 ,6/4/2015,0,Atlanta,"13H, 30M",9:00 AM
$119.00 ,N/A,yes,$133.00 ,Dayton Trotwood,Southeast,6/3/2015,41:08.8,10:00 PM,$90.00 ,6/4/2015,2,Atlanta,"15H, 55M",1:55 PM
$119.00 ,N/A,yes,$133.00 ,Detroit,Southeast,6/3/2015,41:43.1,1:50 AM,$68.00 ,6/4/2015,0,Atlanta,"16H, 35M",6:25 PM
$119.00 ,N/A,no,$133.00 ,Detroit,Southeast,6/3/2015,41:43.5,6:30 AM,$68.00 ,6/4/2015,1,Atlanta,"17H, 25M",11:55 PM
$125.00 ,N/A,no,$140.00 ,Detroit,Southeast,6/3/2015,41:44.5,12:45 PM,$68.00 ,6/4/2015,0,Atlanta,"18H, 30M",7:15 AM
$125.00 ,N/A,no,$140.00 ,Detroit,Southeast,6/3/2015,41:45.3,2:10 PM,$68.00 ,6/4/2015,1,Atlanta,"17H, 5M",7:15 AM
$131.00 ,N/A,yes,$148.00 ,Detroit,Southeast,6/3/2015,41:46.2,5:10 PM,$72.50 ,6/4/2015,1,Atlanta,"20H, 10M",1:20 PM
$131.00 ,N/A,yes,$148.00 ,Detroit,Southeast,6/3/2015,41:46.6,7:30 PM,$68.00 ,6/4/2015,0,Atlanta,"17H, 50M",1:20 PM
$131.00 ,N/A,no,$148.00 ,Detroit,Southeast,6/3/2015,41:47.0,10:00 PM,$76.00 ,6/4/2015,1,Atlanta,"18H, 35M",4:35 PM
$131.00 ,N/A,yes,$148.00 ,Detroit,Southeast,6/3/2015,41:48.2,10:00 PM,$76.00 ,6/4/2015,2,Atlanta,"20H, 25M",6:25 PM
$139.00 ,N/A,yes,$156.00 ,Ft Lauderdale,Southeast,6/3/2015,42:30.9,12:25 AM,$56.00 ,6/4/2015,0,Atlanta,"12H, 55M",1:20 PM
SOLD OUT,N/A,no,SOLD OUT,Ft Lauderdale,Southeast,6/3/2015,42:31.3,6:30 AM,SOLD OUT,6/4/2015,0,Atlanta,"16H, 45M",11:15 PM
$146.00 ,N/A,yes,$163.00 ,Ft Lauderdale,Southeast,6/3/2015,42:32.3,11:15 AM,$51.50 ,6/4/2015,0,Atlanta,"12H, 44M",11:59 PM
$153.00 ,N/A,no,$172.00 ,Ft Lauderdale,Southeast,6/3/2015,42:32.6,9:00 PM,$56.00 ,6/4/2015,1,Atlanta,"14H, 5M",11:05 AM
$134.00 ,N/A,no,$151.00 ,Houston,Southeast,6/3/2015,43:08.8,7:05 AM,$55.00 ,6/4/2015,0,Atlanta,"20H, 5M",2:10 AM
$141.00 ,N/A,no,$158.00 ,Houston,Southeast,6/3/2015,43:09.8,2:20 PM,$51.00 ,6/4/2015,1,Atlanta,"16H, 35M",5:55 AM
$147.50 ,N/A,no,$164.50 ,Houston,Southeast,6/3/2015,43:10.6,7:45 PM,$47.00 ,6/4/2015,1,Atlanta,"18H, 40M",1:25 PM
$147.50 ,N/A,yes,$164.50 ,Houston,Southeast,6/3/2015,43:11.5,11:35 PM,$55.00 ,6/4/2015,0,Atlanta,"17H, 35M",4:10 PM
N/A,N/A,no,$152.00 ,Lafayette (e),Southeast,6/3/2015,45:21.8,12:15 AM,$142.00 ,6/4/2015,2,Atlanta,"16H, 25M",4:40 PM
N/A,N/A,yes,$165.50 ,Lafayette (e),Southeast,6/3/2015,45:22.8,5:10 PM,$155.50 ,6/4/2015,0,Atlanta,"14H, 35M",7:45 AM
N/A,N/A,yes,$165.50 ,Lafayette (e),Southeast,6/3/2015,45:23.2,5:10 PM,$155.50 ,6/4/2015,1,Atlanta,"16H, 20M",9:30 AM
N/A,N/A,yes,$165.50 ,Lafayette (e),Southeast,6/3/2015,45:23.6,5:10 PM,$155.50 ,6/4/2015,2,Atlanta,"21H, 5M",2:15 PM
N/A,N/A,no,$165.50 ,Lafayette (e),Southeast,6/3/2015,45:23.9,5:10 PM,$155.50 ,6/4/2015,2,Atlanta,"23H, 30M",4:40 PM
N/A,N/A,yes,$165.50 ,Lafayette (e),Southeast,6/3/2015,45:24.9,10:00 PM,$155.50 ,6/4/2015,1,Atlanta,"16H, 15M",2:15 PM
$89.00 ,N/A,yes,$100.00 ,Lexington,Southeast,6/3/2015,45:55.9,1:50 AM,$22.00 ,6/4/2015,0,Atlanta,"8H, 5M",9:55 AM
$89.00 ,N/A,no,$100.00 ,Lexington,Southeast,6/3/2015,45:56.3,6:30 AM,$22.00 ,6/4/2015,0,Atlanta,"9H, 20M",3:50 PM
$89.00 ,N/A,no,$100.00 ,Lexington,Southeast,6/3/2015,45:57.3,8:45 AM,$22.00 ,6/4/2015,1,Atlanta,"11H, 45M",8:30 PM
$93.50 ,N/A,yes,$105.50 ,Lexington,Southeast,6/3/2015,45:58.3,2:05 PM,$16.50 ,6/4/2015,0,Atlanta,"8H, 0M",10:05 PM
$98.00 ,N/A,no,$110.00 ,Lexington,Southeast,6/3/2015,45:58.7,5:10 PM,$28.00 ,6/4/2015,1,Atlanta,"14H, 45M",7:55 AM
$98.00 ,N/A,no,$110.00 ,Lexington,Southeast,6/3/2015,45:59.7,7:30 PM,$22.00 ,6/4/2015,1,Atlanta,"12H, 25M",7:55 AM
$139.00 ,N/A,yes,$156.00 ,Miami,Southeast,6/3/2015,48:34.5,12:25 AM,$56.00 ,6/4/2015,0,Atlanta,"13H, 55M",2:20 PM
SOLD OUT,N/A,no,SOLD OUT,Miami,Southeast,6/3/2015,48:34.8,6:30 AM,SOLD OUT,6/4/2015,0,Atlanta,"17H, 45M",12:15 AM
$146.00 ,N/A,yes,$163.00 ,Miami,Southeast,6/3/2015,48:35.8,11:15 AM,$51.50 ,6/4/2015,0,Atlanta,"13H, 40M",12:55 AM
$153.00 ,N/A,no,$172.00 ,Miami,Southeast,6/3/2015,48:36.2,9:00 PM,$56.00 ,6/4/2015,1,Atlanta,"15H, 5M",12:05 PM
$69.00 ,N/A,no,$78.00 ,New Orleans,Southeast,6/3/2015,51:57.5,7:05 AM,$36.50 ,6/4/2015,0,Atlanta,"11H, 25M",5:30 PM
$76.00 ,N/A,no,$86.00 ,New Orleans,Southeast,6/3/2015,51:58.5,7:45 PM,$35.50 ,6/4/2015,0,Atlanta,"10H, 45M",5:30 AM
$76.00 ,N/A,yes,$86.00 ,New Orleans,Southeast,6/3/2015,51:59.3,11:35 PM,$40.00 ,6/4/2015,0,Atlanta,"9H, 20M",7:55 AM
$139.00 ,N/A,no,$156.00 ,New York,Southeast,6/3/2015,52:30.5,12:01 AM,$102.00 ,6/4/2015,2,Atlanta,"23H, 9M",11:10 PM
$139.00 ,N/A,no,$156.00 ,New York,Southeast,6/3/2015,52:31.5,8:15 AM,$139.00 ,6/4/2015,2,Atlanta,"22H, 5M",6:20 AM
$139.00 ,N/A,no,$156.00 ,New York,Southeast,6/3/2015,52:32.3,9:10 AM,$95.00 ,6/4/2015,1,Atlanta,"22H, 50M",8:00 AM
$146.00 ,N/A,yes,$163.00 ,New York,Southeast,6/3/2015,52:33.1,2:05 PM,$102.00 ,6/4/2015,0,Atlanta,"19H, 25M",9:30 AM
$153.00 ,N/A,no,$172.00 ,New York,Southeast,6/3/2015,52:33.4,4:30 PM,$102.00 ,6/4/2015,1,Atlanta,"22H, 50M",3:20 PM
$153.00 ,N/A,yes,$172.00 ,New York,Southeast,6/3/2015,52:34.4,10:30 PM,$102.00 ,6/4/2015,0,Atlanta,"18H, 20M",4:50 PM
$75.00 ,N/A,yes,$85.00 ,Orlando,Southeast,6/3/2015,53:05.5,12:25 AM,$42.50 ,6/4/2015,0,Atlanta,"8H, 0M",8:25 AM
$75.00 ,N/A,no,$85.00 ,Orlando,Southeast,6/3/2015,53:05.9,4:00 AM,$37.50 ,6/4/2015,1,Atlanta,"12H, 50M",4:50 PM
SOLD OUT,N/A,no,SOLD OUT,Orlando,Southeast,6/3/2015,53:06.9,6:30 AM,SOLD OUT,6/4/2015,0,Atlanta,"10H, 10M",4:40 PM
$79.00 ,N/A,yes,$89.00 ,Orlando,Southeast,6/3/2015,53:07.7,11:15 AM,$39.00 ,6/4/2015,0,Atlanta,"8H, 0M",7:15 PM
$82.50 ,N/A,no,$93.50 ,Orlando,Southeast,6/3/2015,53:08.1,4:15 PM,$29.00 ,6/4/2015,1,Atlanta,"12H, 5M",4:20 AM
$82.50 ,N/A,yes,$93.50 ,Orlando,Southeast,6/3/2015,53:09.1,9:00 PM,$42.50 ,6/4/2015,0,Atlanta,"8H, 0M",5:00 AM
$135.00 ,N/A,no,$152.00 ,Philadelphia,Southeast,6/3/2015,53:40.1,12:01 AM,$88.50 ,6/4/2015,1,Atlanta,"21H, 9M",9:10 PM
$135.00 ,N/A,no,$152.00 ,Philadelphia,Southeast,6/3/2015,53:41.1,9:10 AM,$82.00 ,6/4/2015,1,Atlanta,"22H, 45M",7:55 AM
$142.00 ,N/A,no,$159.00 ,Philadelphia,Southeast,6/3/2015,53:42.1,2:05 PM,$88.50 ,6/4/2015,1,Atlanta,"20H, 35M",10:40 AM
$148.50 ,N/A,no,$165.50 ,Philadelphia,Southeast,6/3/2015,53:42.9,4:30 PM,$82.00 ,6/4/2015,1,Atlanta,"20H, 55M",1:25 PM
$148.50 ,N/A,yes,$165.50 ,Philadelphia,Southeast,6/3/2015,53:43.8,10:30 PM,$95.50 ,6/4/2015,1,Atlanta,"17H, 25M",3:55 PM
$91.00 ,N/A,no,$103.00 ,Raleigh,Southeast,6/3/2015,54:15.4,12:01 AM,$58.50 ,6/4/2015,0,Atlanta,"9H, 49M",9:50 AM
$80.00 ,N/A,no,$106.00 ,Raleigh,Southeast,6/3/2015,54:16.3,4:30 AM,$80.00 ,6/4/2015,1,Atlanta,"13H, 15M",5:45 PM
$91.00 ,N/A,no,$103.00 ,Raleigh,Southeast,6/3/2015,54:17.1,8:15 AM,$91.00 ,6/4/2015,1,Atlanta,"11H, 25M",7:40 PM
$91.00 ,N/A,no,$103.00 ,Raleigh,Southeast,6/3/2015,54:18.0,9:10 AM,$55.50 ,6/4/2015,0,Atlanta,"11H, 45M",8:55 PM
$100.50 ,N/A,no,$113.50 ,Raleigh,Southeast,6/3/2015,54:18.8,4:30 PM,$56.50 ,6/4/2015,0,Atlanta,"10H, 50M",3:20 AM
$110.00 ,N/A,no,$123.00 ,Richmond,Southeast,6/3/2015,54:50.8,12:01 AM,$58.50 ,6/4/2015,0,Atlanta,"13H, 39M",1:40 PM
$110.00 ,N/A,no,$123.00 ,Richmond,Southeast,6/3/2015,54:51.8,8:15 AM,$110.00 ,6/4/2015,1,Atlanta,"14H, 35M",10:50 PM
$110.00 ,N/A,no,$123.00 ,Richmond,Southeast,6/3/2015,54:52.9,9:10 AM,$55.00 ,6/4/2015,0,Atlanta,"15H, 15M",12:25 AM
$115.50 ,N/A,yes,$129.50 ,Richmond,Southeast,6/3/2015,54:54.0,2:05 PM,$58.50 ,6/4/2015,0,Atlanta,"11H, 0M",1:05 AM
$110.00 ,N/A,no,$123.00 ,Richmond,Southeast,6/3/2015,54:54.3,2:55 PM,$110.00 ,6/4/2015,1,Atlanta,"14H, 20M",5:15 AM
$121.00 ,N/A,no,$136.00 ,Richmond,Southeast,6/3/2015,54:55.4,4:30 PM,$51.00 ,6/4/2015,0,Atlanta,"14H, 25M",6:55 AM
$121.00 ,N/A,no,$136.00 ,Richmond,Southeast,6/3/2015,54:56.5,7:45 PM,$47.50 ,6/4/2015,0,Atlanta,"13H, 25M",9:10 AM
$121.00 ,N/A,yes,$136.00 ,Richmond,Southeast,6/3/2015,54:57.5,10:30 PM,$58.50 ,6/4/2015,0,Atlanta,"10H, 15M",8:45 AM
$59.00 ,N/A,no,$67.00 ,Savannah,Southeast,6/3/2015,55:33.4,4:25 AM,$33.50 ,6/4/2015,0,Atlanta,"4H, 20M",8:45 AM
$57.00 ,N/A,no,$74.00 ,Savannah,Southeast,6/3/2015,55:34.4,4:30 AM,$57.00 ,6/4/2015,0,Atlanta,"12H, 10M",4:40 PM
$59.00 ,N/A,yes,$67.00 ,Savannah,Southeast,6/3/2015,55:35.4,8:50 AM,$32.50 ,6/4/2015,0,Atlanta,"4H, 35M",1:25 PM
$62.00 ,N/A,yes,$71.00 ,Savannah,Southeast,6/3/2015,55:35.8,2:15 PM,$33.50 ,6/4/2015,0,Atlanta,"4H, 35M",6:50 PM
$65.00 ,N/A,yes,$74.00 ,Savannah,Southeast,6/3/2015,55:36.2,8:10 PM,$33.50 ,6/4/2015,0,Atlanta,"4H, 35M",12:45 AM
$97.00 ,N/A,yes,$109.00 ,Tampa,Southeast,6/3/2015,56:09.0,12:25 AM,$52.00 ,6/4/2015,1,Atlanta,"11H, 30M",11:55 AM
SOLD OUT,N/A,no,SOLD OUT,Tampa,Southeast,6/3/2015,56:09.3,6:30 AM,SOLD OUT,6/4/2015,1,Atlanta,"13H, 25M",7:55 PM
$102.00 ,N/A,yes,$115.00 ,Tampa,Southeast,6/3/2015,56:10.3,11:15 AM,$49.00 ,6/4/2015,1,Atlanta,"11H, 5M",10:20 PM
$107.00 ,N/A,no,$120.00 ,Tampa,Southeast,6/3/2015,56:10.7,9:00 PM,$52.00 ,6/4/2015,1,Atlanta,"10H, 10M",7:10 AM
$123.00 ,N/A,yes,$138.00 ,Toledo,Southeast,6/3/2015,56:42.2,1:50 AM,$87.00 ,6/4/2015,0,Atlanta,"15H, 15M",5:05 PM
$123.00 ,N/A,no,$138.00 ,Toledo,Southeast,6/3/2015,56:42.6,6:30 AM,$87.00 ,6/4/2015,1,Atlanta,"16H, 5M",10:35 PM
$123.00 ,N/A,no,$138.00 ,Toledo,Southeast,6/3/2015,56:43.6,8:45 AM,$87.00 ,6/4/2015,2,Atlanta,"23H, 15M",8:00 AM
$135.50 ,N/A,yes,$152.50 ,Toledo,Southeast,6/3/2015,56:44.4,7:30 PM,$87.00 ,6/4/2015,0,Atlanta,"16H, 29M",11:59 AM
$135.50 ,N/A,no,$152.50 ,Toledo,Southeast,6/3/2015,56:44.8,10:00 PM,$95.50 ,6/4/2015,1,Atlanta,"16H, 40M",2:40 PM
$135.50 ,N/A,yes,$152.50 ,Toledo,Southeast,6/3/2015,56:45.8,10:00 PM,$95.50 ,6/4/2015,2,Atlanta,"19H, 5M",5:05 PM
$135.50 ,N/A,no,$152.50 ,Toledo,Southeast,6/3/2015,56:46.2,10:00 PM,$95.50 ,6/4/2015,2,Atlanta,"20H, 20M",6:20 PM
$115.00 ,N/A,no,$129.00 ,Washington,Southeast,6/3/2015,57:20.9,12:01 AM,$89.00 ,6/4/2015,1,Atlanta,"17H, 29M",5:30 PM
$115.00 ,N/A,no,$129.00 ,Washington,Southeast,6/3/2015,57:21.9,8:15 AM,$115.00 ,6/4/2015,2,Atlanta,"17H, 30M",1:45 AM
